,PassengerId,Age,Sex,Survived
241,242,,f,1
242,243,29.0,m,0
243,244,22.0,m,0
244,245,30.0,m,0
245,246,44.0,m,0
246,247,25.0,f,0
247,248,24.0,f,1
248,249,37.0,m,1
249,250,54.0,m,0
250,251,,m,0
251,252,29.0,f,0
252,253,62.0,m,0
253,254,30.0,m,0
254,255,41.0,f,0
255,256,29.0,f,1
256,257,,f,1
257,258,30.0,f,1
258,259,35.0,f,1
259,260,50.0,f,1
260,261,,m,0
261,262,3.0,m,1
262,263,52.0,m,0
263,264,40.0,m,0
264,265,,f,0
265,266,36.0,m,0
266,267,16.0,m,0
267,268,25.0,m,1
268,269,58.0,f,1
269,270,35.0,f,1
270,271,,m,0
271,272,25.0,m,1
272,273,41.0,f,1
273,274,37.0,m,0
274,275,,f,1
275,276,63.0,f,1
276,277,45.0,f,0
277,278,,m,0
278,279,7.0,m,0
279,280,35.0,f,1
280,281,65.0,m,0
281,282,28.0,m,0
282,283,16.0,m,0
283,284,19.0,m,1
284,285,,m,0
285,286,33.0,m,0
286,287,30.0,m,1
287,288,22.0,m,0
288,289,42.0,m,1
289,290,22.0,f,1
290,291,26.0,f,1
291,292,19.0,f,1
292,293,36.0,m,0
293,294,24.0,f,0
294,295,24.0,m,0
295,296,,m,0
296,297,23.5,m,0
297,298,2.0,f,0
298,299,,m,1
299,300,50.0,f,1
300,301,,f,1
301,302,,m,1
302,303,19.0,m,0
303,304,,f,1
304,305,,m,0
305,306,0.92,m,1
306,307,,f,1
307,308,17.0,f,1
308,309,30.0,m,0
309,310,30.0,f,1
310,311,24.0,f,1
311,312,18.0,f,1
312,313,26.0,f,0
313,314,28.0,m,0
314,315,43.0,m,0
315,316,26.0,f,1
316,317,24.0,f,1
317,318,54.0,m,0
318,319,31.0,f,1
319,320,40.0,f,1
320,321,22.0,m,0
321,322,27.0,m,0
322,323,30.0,f,1
323,324,22.0,f,1
324,325,,m,0
325,326,36.0,f,1
326,327,61.0,m,0
327,328,36.0,f,1
328,329,31.0,f,1
329,330,16.0,f,1
330,331,,f,1
331,332,45.5,m,0
332,333,38.0,m,0
333,334,16.0,m,0
334,335,,f,1
335,336,,m,0
336,337,29.0,m,0
337,338,41.0,f,1
338,339,45.0,m,1
339,340,45.0,m,0
340,341,2.0,m,1
341,342,24.0,f,1
342,343,28.0,m,0
343,344,25.0,m,0
344,345,36.0,m,0
345,346,24.0,f,1
346,347,40.0,f,1
347,348,,f,1
348,349,3.0,m,1
349,350,42.0,m,0
350,351,23.0,m,0
351,352,,m,0
352,353,15.0,m,0
353,354,25.0,m,0
354,355,,m,0
355,356,28.0,m,0
356,357,22.0,f,1
357,358,38.0,f,0
358,359,,f,1
359,360,,f,1
360,361,40.0,m,0
361,362,29.0,m,0
362,363,45.0,f,0
363,364,35.0,m,0
364,365,,m,0
365,366,30.0,m,0
366,367,60.0,f,1
367,368,,f,1
368,369,,f,1
369,370,24.0,f,1
370,371,25.0,m,1
371,372,18.0,m,0
372,373,19.0,m,0
373,374,22.0,m,0
374,375,3.0,f,0
375,376,,f,1
376,377,22.0,f,1
377,378,27.0,m,0
378,379,20.0,m,0
379,380,19.0,m,0
380,381,42.0,f,1
381,382,1.0,f,1
382,383,32.0,m,0
383,384,35.0,f,1
384,385,,m,0
385,386,18.0,m,0
386,387,1.0,m,0
387,388,36.0,f,1
388,389,,m,0
389,390,17.0,f,1
390,391,36.0,m,1
391,392,21.0,m,1
392,393,28.0,m,0
393,394,23.0,f,1
394,395,24.0,f,1
395,396,22.0,m,0
396,397,31.0,f,0
397,398,46.0,m,0
398,399,23.0,m,0
399,400,28.0,f,1
400,401,39.0,m,1
401,402,26.0,m,0
402,403,21.0,f,0
403,404,28.0,m,0
404,405,20.0,f,0
405,406,34.0,m,0
406,407,51.0,m,0
407,408,3.0,m,1
408,409,21.0,m,0
409,410,,f,0
410,411,,m,0
411,412,,m,0
412,413,33.0,f,1
413,414,,m,0
414,415,44.0,m,1
415,416,,f,0
416,417,34.0,f,1
417,418,18.0,f,1
418,419,30.0,m,0
419,420,10.0,f,0
420,421,,m,0
421,422,21.0,m,0
422,423,29.0,m,0
423,424,28.0,f,0
424,425,18.0,m,0
425,426,,m,0
426,427,28.0,f,1
427,428,19.0,f,1
428,429,,m,0
429,430,32.0,m,1
430,431,28.0,m,1
431,432,,f,1
432,433,42.0,f,1
433,434,17.0,m,0
434,435,50.0,m,0
435,436,14.0,f,1
436,437,21.0,f,0
437,438,24.0,f,1
438,439,64.0,m,0
439,440,31.0,m,0
440,441,45.0,f,1
441,442,20.0,m,0
442,443,25.0,m,0
443,444,28.0,f,1
444,445,,m,1
445,446,4.0,m,1
446,447,13.0,f,1
447,448,34.0,m,1
448,449,5.0,f,1
449,450,52.0,m,1
450,451,36.0,m,0
451,452,,m,0
452,453,30.0,m,0
453,454,49.0,m,1
454,455,,m,0
455,456,29.0,m,1
456,457,65.0,m,0
457,458,,f,1
458,459,50.0,f,1
459,460,,m,0
460,461,48.0,m,1
461,462,34.0,m,0
462,463,47.0,m,0
463,464,48.0,m,0
464,465,,m,0
465,466,38.0,m,0
466,467,,m,0
467,468,56.0,m,0
468,469,,m,0
469,470,0.75,f,1
470,471,,m,0
471,472,38.0,m,0
472,473,33.0,f,1
473,474,23.0,f,1
474,475,22.0,f,0
475,476,,m,0
476,477,34.0,m,0
477,478,29.0,m,0
478,479,22.0,m,0
479,480,2.0,f,1
480,481,9.0,m,0
481,482,,m,0
482,483,50.0,m,0
483,484,63.0,f,1
484,485,25.0,m,1
485,486,,f,0
486,487,35.0,f,1
487,488,58.0,m,0
488,489,30.0,m,0
489,490,9.0,m,1
490,491,,m,0
491,492,21.0,m,0
492,493,55.0,m,0
493,494,71.0,m,0
494,495,21.0,m,0
495,496,,m,0
496,497,54.0,f,1
497,498,,m,0
498,499,25.0,f,0
499,500,24.0,m,0
500,501,17.0,m,0
501,502,21.0,f,0
502,503,,f,0
503,504,37.0,f,0
504,505,16.0,f,1
505,506,18.0,m,0
506,507,33.0,f,1
507,508,,m,1
508,509,28.0,m,0
509,510,26.0,m,1
510,511,29.0,m,1
511,512,,m,0
512,513,36.0,m,1
513,514,54.0,f,1
514,515,24.0,m,0
515,516,47.0,m,0
516,517,34.0,f,1
517,518,,m,0
518,519,36.0,f,1
519,520,32.0,m,0
520,521,30.0,f,1
521,522,22.0,m,0
522,523,,m,0
523,524,44.0,f,1
524,525,,m,0
525,526,40.5,m,0
526,527,50.0,f,1
527,528,,m,0
528,529,39.0,m,0
529,530,23.0,m,0
530,531,2.0,f,1
531,532,,m,0
532,533,17.0,m,0
533,534,,f,1
534,535,30.0,f,0
535,536,7.0,f,1
536,537,45.0,m,0
537,538,30.0,f,1
538,539,,m,0
539,540,22.0,f,1
540,541,36.0,f,1
541,542,9.0,f,0
542,543,11.0,f,0
543,544,32.0,m,1
544,545,50.0,m,0
545,546,64.0,m,0
546,547,19.0,f,1
547,548,,m,1
548,549,33.0,m,0
549,550,8.0,m,1
550,551,17.0,m,1
551,552,27.0,m,0
552,553,,m,0
553,554,22.0,m,1
554,555,22.0,f,1
555,556,62.0,m,0
556,557,48.0,f,1
557,558,,m,0
558,559,39.0,f,1
559,560,36.0,f,1
560,561,,m,0
561,562,40.0,m,0
562,563,28.0,m,0
563,564,,m,0
564,565,,f,0
565,566,24.0,m,0
566,567,19.0,m,0
567,568,29.0,f,0
568,569,,m,0
569,570,32.0,m,1
570,571,62.0,m,1
571,572,53.0,f,1
572,573,36.0,m,1
573,574,,f,1
574,575,16.0,m,0
575,576,19.0,m,0
576,577,34.0,f,1
577,578,39.0,f,1
578,579,,f,0
579,580,32.0,m,1
580,581,25.0,f,1
581,582,39.0,f,1
582,583,54.0,m,0
583,584,36.0,m,0
584,585,,m,0
585,586,18.0,f,1
586,587,47.0,m,0
587,588,60.0,m,1
588,589,22.0,m,0
589,590,,m,0
590,591,35.0,m,0
591,592,52.0,f,1
592,593,47.0,m,0
593,594,,f,0
594,595,37.0,m,0
595,596,36.0,m,0
596,597,,f,1
597,598,49.0,m,0
598,599,,m,0
599,600,49.0,m,1
600,601,24.0,f,1
601,602,,m,0
602,603,,m,0
603,604,44.0,m,0
604,605,35.0,m,1
605,606,36.0,m,0
606,607,30.0,m,0
607,608,27.0,m,1
608,609,22.0,f,1
609,610,40.0,f,1
610,611,39.0,f,0
611,612,,m,0
612,613,,f,1
613,614,,m,0
614,615,35.0,m,0
615,616,24.0,f,1
616,617,34.0,m,0
617,618,26.0,f,0
618,619,4.0,f,1
619,620,26.0,m,0
620,621,27.0,m,0
621,622,42.0,m,1
622,623,20.0,m,1
623,624,21.0,m,0
624,625,21.0,m,0
625,626,61.0,m,0
626,627,57.0,m,0
627,628,21.0,f,1
628,629,26.0,m,0
629,630,,m,0
630,631,80.0,m,1
631,632,51.0,m,0
632,633,32.0,m,1
633,634,,m,0
634,635,9.0,f,0
635,636,28.0,f,1
636,637,32.0,m,0
637,638,31.0,m,0
638,639,41.0,f,0
639,640,,m,0
640,641,20.0,m,0
641,642,24.0,f,1
642,643,2.0,f,0
643,644,,m,1
644,645,0.75,f,1
645,646,48.0,m,1
646,647,19.0,m,0
647,648,56.0,m,1
648,649,,m,0
649,650,23.0,f,1
650,651,,m,0
651,652,18.0,f,1
652,653,21.0,m,0
653,654,,f,1
654,655,18.0,f,0
655,656,24.0,m,0
656,657,,m,0
657,658,32.0,f,0
658,659,23.0,m,0
659,660,58.0,m,0
660,661,50.0,m,1
661,662,40.0,m,0
662,663,47.0,m,0
663,664,36.0,m,0
664,665,20.0,m,1
665,666,32.0,m,0
666,667,25.0,m,0
667,668,,m,0
668,669,43.0,m,0
669,670,,f,1
670,671,40.0,f,1
671,672,31.0,m,0
672,673,70.0,m,0
673,674,31.0,m,1
674,675,,m,0
675,676,18.0,m,0
676,677,24.5,m,0
677,678,18.0,f,1
678,679,43.0,f,0
679,680,36.0,m,1
680,681,,f,0
681,682,27.0,m,1
682,683,20.0,m,0
683,684,14.0,m,0
684,685,60.0,m,0
685,686,25.0,m,0
686,687,14.0,m,0
687,688,19.0,m,0
688,689,18.0,m,0
689,690,15.0,f,1
690,691,31.0,m,1
691,692,4.0,f,1
692,693,,m,1
693,694,25.0,m,0
694,695,60.0,m,0
695,696,52.0,m,0
696,697,44.0,m,0
697,698,,f,1
698,699,49.0,m,0
699,700,42.0,m,0
700,701,18.0,f,1
701,702,35.0,m,1
702,703,18.0,f,0
703,704,25.0,m,0
704,705,26.0,m,0
705,706,39.0,m,0
706,707,45.0,f,1
707,708,42.0,m,1
708,709,22.0,f,1
709,710,,m,1
710,711,24.0,f,1
711,712,,m,0
712,713,48.0,m,1
713,714,29.0,m,0
714,715,52.0,m,0
715,716,19.0,m,0
716,717,38.0,f,1
717,718,27.0,f,1
718,719,,m,0
719,720,33.0,m,0
720,721,6.0,f,1
721,722,17.0,m,0
722,723,34.0,m,0
723,724,50.0,m,0
724,725,27.0,m,1
725,726,20.0,m,0
726,727,30.0,f,1
727,728,,f,1
728,729,25.0,m,0
729,730,25.0,f,0
730,731,29.0,f,1
731,732,11.0,m,0
732,733,,m,0
733,734,23.0,m,0
734,735,23.0,m,0
735,736,28.5,m,0
736,737,48.0,f,0
737,738,35.0,m,1
738,739,,m,0
739,740,,m,0
740,741,,m,1
741,742,36.0,m,0
742,743,21.0,f,1
743,744,24.0,m,0
744,745,31.0,m,1
745,746,70.0,m,0
746,747,16.0,m,0
747,748,30.0,f,1
748,749,19.0,m,0
749,750,31.0,m,0
750,751,4.0,f,1
751,752,6.0,m,1
752,753,33.0,m,0
753,754,23.0,m,0
754,755,48.0,f,1
755,756,0.67,m,1
756,757,28.0,m,0
757,758,18.0,m,0
758,759,34.0,m,0
759,760,33.0,f,1
760,761,,m,0
761,762,41.0,m,0
762,763,20.0,m,1
763,764,36.0,f,1
764,765,16.0,m,0
765,766,51.0,f,1
766,767,,m,0
767,768,30.5,f,0
768,769,,m,0
769,770,32.0,m,0
770,771,24.0,m,0
771,772,48.0,m,0
772,773,57.0,f,0
773,774,,m,0
774,775,54.0,f,1
775,776,18.0,m,0
776,777,,m,0
777,778,5.0,f,1
778,779,,m,0
779,780,43.0,f,1
780,781,13.0,f,1
781,782,17.0,f,1
782,783,29.0,m,0
783,784,,m,0
784,785,25.0,m,0
785,786,25.0,m,0
786,787,18.0,f,1
787,788,8.0,m,0
788,789,1.0,m,1
789,790,46.0,m,0
790,791,,m,0
791,792,16.0,m,0
792,793,,f,0
793,794,,m,0
794,795,25.0,m,0
795,796,39.0,m,0
796,797,49.0,f,1
797,798,31.0,f,1
798,799,30.0,m,0
799,800,30.0,f,0
800,801,34.0,m,0
801,802,31.0,f,1
802,803,11.0,m,1
803,804,0.42,m,1
804,805,27.0,m,1
805,806,31.0,m,0
806,807,39.0,m,0
807,808,18.0,f,0
808,809,39.0,m,0
809,810,33.0,f,1
810,811,26.0,m,0
811,812,39.0,m,0
812,813,35.0,m,0
813,814,6.0,f,0
814,815,30.5,m,0
815,816,,m,0
816,817,23.0,f,0
817,818,31.0,m,0
818,819,43.0,m,0
819,820,10.0,m,0
820,821,52.0,f,1
821,822,27.0,m,1
822,823,38.0,m,0
823,824,27.0,f,1
824,825,2.0,m,0
825,826,,m,0
826,827,,m,0
827,828,1.0,m,1
828,829,,m,1
829,830,62.0,f,1
830,831,15.0,f,1
831,832,0.83,m,1
832,833,,m,0
833,834,23.0,m,0
834,835,18.0,m,0
835,836,39.0,f,1
836,837,21.0,m,0
837,838,,m,0
838,839,32.0,m,1
839,840,,m,1
840,841,20.0,m,0
841,842,16.0,m,0
842,843,30.0,f,1
843,844,34.5,m,0
844,845,17.0,m,0
845,846,42.0,m,0
846,847,,m,0
847,848,35.0,m,0
848,849,28.0,m,0
849,850,,f,1
850,851,4.0,m,0
851,852,74.0,m,0
852,853,9.0,f,0
853,854,16.0,f,1
854,855,44.0,f,0
855,856,18.0,f,1
856,857,45.0,f,1
857,858,51.0,m,1
858,859,24.0,f,1
859,860,,m,0
860,861,41.0,m,0
861,862,21.0,m,0
862,863,48.0,f,1
863,864,,f,0
864,865,24.0,m,0
865,866,42.0,f,1
866,867,27.0,f,1
867,868,31.0,m,0
868,869,,m,0
869,870,4.0,m,1
870,871,26.0,m,0
871,872,47.0,f,1
872,873,33.0,m,0
873,874,47.0,m,0
874,875,28.0,f,1
875,876,15.0,f,1
876,877,20.0,m,0
877,878,19.0,m,0
878,879,,m,0
879,880,56.0,f,1
880,881,25.0,f,1
881,882,33.0,m,0
882,883,22.0,f,0
883,884,28.0,m,0
884,885,25.0,m,0
885,886,39.0,f,0
886,887,27.0,m,0
887,888,19.0,f,1
888,889,,f,0
889,890,26.0,m,1
890,891,32.0,m,0
